Name,Drug Groups,SMILES,ChEMBL ID
DB12264,investigational,CCNC1=CC=CN=C1N1CCN(CC1)C(=O)C1=CC2=CC(OC)=CC=C2N1,CHEMBL280527
DB12265,approved; investigational,CSC1=CC=C(OCC2=NC=C(N2C)[N+]([O-])=O)C=C1,CHEMBL1631694
DB12266,investigational,[H][C@]1(C)CCC[C@@H]2[C@H](C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1)N2CCOC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)CC[C@H](NC(=O)C1=CC=C(NCC2=CN=C3N=C(N)NC(=O)C3=N2)C=C1)C(O)=O)C(O)=O,
DB12267,approved; investigational,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,CHEMBL3545311
DB12268,investigational,[H][C@@]1(CF)CN(C(=O)C1)[C@@]1([H])CN2CCC3=CC(OC)=C(OC)C=C3[C@]2([H])C[C@]1([H])N,CHEMBL591118
DB12269,investigational,CC(C)(CO)N1C=C(C(=O)C2=CC(NC(=O)CC3=CC=C(Cl)C=N3)=CN=C2)C2=CN=C(N)N=C12,
DB12270,investigational,CC1=C(C=C(C=C1F)C(=O)NC1CC1)C1=CC=C(C=N1)C(=O)NCC(C)(C)C,CHEMBL1088752
DB12271,investigational,CC(C)C[C@H](N[C@@H](CC1=CN=CN1CC1=CC(Cl)=CC(Cl)=C1)C(O)=O)C(O)=O,CHEMBL429844
DB12272,investigational,CC(C)(C)NC(=O)C1=CC=C(OC2=CC(F)=C(CC(O)=O)C=C2Cl)C(NS(=O)(=O)C2=CC=C(C=C2Cl)C2CC2)=C1,CHEMBL1951575
DB12273,investigational,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C,CHEMBL298406
DB12275,investigational,CC(C)[C@@](O)(C1=CN=NN1)C1=CC=C2C=C(OC(F)F)C(OC(F)F)=CC2=C1,CHEMBL3264610
DB12276,investigational,CC(C)OP(=O)(OC(C)C)C(CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)P(=O)(OC(C)C)OC(C)C,
DB12277,approved; investigational,,
DB12278,approved; investigational,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL1078261
DB12279,investigational,CC(C)[C@H]1NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,CHEMBL3126832
DB12280,investigational,COC1=CC(=CC=C1)[C@@H](OC1=CC=C2N(N=CC2=C1)C1=CC=C(F)C=C1)[C@H](C)NC(=O)C(F)(F)F,CHEMBL4072756
DB12282,investigational,CNC(=O)C1=CC=C(NC2=NC=C(C(NCC3=C(N=CC=N3)N(C)S(C)(=O)=O)=N2)C(F)(F)F)C=C1,CHEMBL3137331
DB12283,investigational,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)N1C=CC(N)=NC1=O)N=[N+]=[N-],CHEMBL550936
DB12284,investigational,O=C(NC1=NC=C(SCCN2CCCC2)S1)[C@@]1(C[C@H]1C1CCCCC1)C1=CC=C(C=C1)S(=O)(=O)C1CC1,
DB12285,investigational,CN1C(N)=N[C@@](C)(CS1(=O)=O)C1=CC(NC(=O)C2=CC=C(F)C=N2)=CC=C1F,CHEMBL3301601
DB12286,investigational,CC1CC(O)=NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,CHEMBL313136
DB12287,investigational,C#CCO[C@H]1CN2CCC1CC2,CHEMBL2111051
DB12288,investigational,COC1=CC=C2NC=C(CCNC(=O)C3=CC(=O)C=CO3)C2=C1,
DB12289,investigational,COC1=CC=C(C=C1)C(=O)NC1=C(NC(=O)C2=CC=C(C=C2)N2CCCN(C)CC2)C(O)=CC=C1,CHEMBL1922235
DB12290,investigational,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=CC2=C1OC=C(C2=O)C1=CC=C(O)C=C1,CHEMBL486386
DB12291,investigational,CC(=O)NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N,CHEMBL235191
DB12292,investigational,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)CCSCC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC1=O)[C@H](C)CC)C(=O)N(C)[C@H](CO)CCCN,CHEMBL2218898
DB12293,approved; investigational,CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1,CHEMBL465026
DB12295,investigational,COC(=O)N1CCC(CC#CC2=NC(N)=C3N=CN([C@@H]4O[C@@H]([C@@H](O)[C@H]4O)C(=O)NC4CC4)C3=N2)CC1,CHEMBL1950651
DB12297,investigational,COC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CNC1=C(C)C(=NC(C)=N1)N1CCC(CC1)C1=CC=C2CCCNC2=N1)C(O)=O,CHEMBL3319236
DB12298,investigational,OCC1=CC=C(O1)C=O,CHEMBL185885
DB12299,investigational,O=C(N1CCN(CC1)C1CC1)C1=CC=C(CN2CCOCC2)C=C1,CHEMBL2103862
DB12300,approved; experimental; investigational,O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1,CHEMBL352531
DB12301,approved; investigational,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,CHEMBL2364608
DB12302,investigational,COCC(=O)NC\C=C\C1=CC=C2N=CN=C(NC3=CC=C(OC4=CC=C(C)N=C4)C(C)=C3)C2=C1,CHEMBL483321
DB12303,investigational,CCCN(CCC)C(=O)C1=CC2=CC=C(C=C2N=C(N)C1)C1=CC=C(C=C1)C(=O)N1CCCC1,CHEMBL3301618
DB12305,investigational,N[C@@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,CHEMBL3301595
DB12306,investigational,C[C@H]1CC2=C(NC3=CC(Cl)=C(F)C=C23)[C@@]2(N1)C(=O)NC1=CC=C(Cl)C=C21,CHEMBL1082723
DB12307,investigational,COC1=C(OCCCN2CCOCC2)C=C2N=CC=C(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3F)C2=C1,CHEMBL1230609
DB12308,investigational,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,CHEMBL210952
DB12309,investigational,CC(C)N(C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)[C@@H](NC(=O)NC2=CC=CC(=C2)C(O)=O)C1=O)C1=CC=CC=C1,CHEMBL1269257
DB12310,investigational,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1236395
DB12311,investigational,CC(=O)NC1=CC=C(C=C1)C(=O)NC(C)(C)C,
DB12312,investigational,CC[C@@H](N(CCOC)CCOC)C(=O)OC1=C(OC)C=C(C)C=C1OC,CHEMBL13254
DB12313,approved; investigational,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,CHEMBL77622
DB12314,investigational,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1,CHEMBL1213553
DB12316,investigational,[H]/C(=C(/[H])\C(\C)=C(/[H])C(O)=O)/C(/[H])=C(/C)\C(\[H])=C1/CCCC2=CC=CC=C12,CHEMBL3098771
DB12318,investigational,CC1=C2N(C=C1NC(=O)OC[C@@H]1COCCN1)N=CN=C2NC1=CC=C2N(CC3=CC=CC(F)=C3)N=CC2=C1,CHEMBL1645462
DB12319,investigational; withdrawn,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,CHEMBL388590
DB12321,investigational,CCCCCNC(=O)C1=COC(=N1)[C@@H]1[C@H]2CC[C@H](O2)[C@@H]1CC1=CC=CC=C1CCC(O)=O,CHEMBL3301673
DB12322,investigational,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1C(C)(C)C1(C)C)C(=O)OCC#N,
DB12323,investigational,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=N3)=C2)=CC(=C1)C(F)(F)F,
DB12325,investigational,COC1=CC(=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1C1=CC=CC(Cl)=C1F)C1=CC=C(Cl)C=C1F)C(O)=O,CHEMBL2402737
DB12326,investigational,COC1=C(OC)C(=O)[C@H](C)[C@@H](C\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@H]1O,CHEMBL3235620
DB12327,investigational,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)C1=COC=C1,CHEMBL445332
DB12328,approved; investigational,[H][C@]12CC[C@]([H])(O1)[C@]1(C)C(=O)OC(=O)[C@]21C,CHEMBL48449
DB12329,approved; investigational,[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,CHEMBL1951095
DB12332,approved; investigational,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,CHEMBL1173055
DB12333,investigational,[H][C@]12C[C@@H](O[C@]3([H])O[C@H](C)[C@@H](O)[C@H](NC(=O)CN(C)C)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@]([H])(OC(=O)C[C@H](O)CC(=O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(=O)NCCN(C)C)O2)[C@@H](C)CCC(O)CC(=O)C1=CC=C(NC)C=C1,
DB12334,investigational,CCC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CO4)C(C)=C([C@@H](O)C(=O)[C@]12C)C3(C)C,
DB12336,investigational,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NC1=C(N=C(S1)C1=NC=CO1)C1=CC=CC=C1,
DB12337,investigational,CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,CHEMBL3185390
DB12338,investigational,NC(=O)OC[C@@H](O)C1=CC=CC=C1Cl,CHEMBL2087003
DB12339,investigational,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,CHEMBL455461
DB12340,investigational,[H][C@@](CCN1CCOCC1)(CSC1=CC=CC=C1)NC1=C(C=C(C=C1)S(=O)(=O)NC(=O)C1=CC=C(C=C1)N1CCN(CC2=C(CCC(C)(C)C2)C2=CC=C(Cl)C=C2)CC1)S(=O)(=O)C(F)(F)F,CHEMBL443684
DB12341,investigational,CC1=CC(=CC(C)=C1)[C@@H]1CCCN1CC1=CC=C(OC2=CC=C(C=C2F)C(N)=O)C=C1,CHEMBL1921847
DB12343,approved; investigational,CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,CHEMBL1276310
DB12345,investigational,CCC1=CN=C(N=C1)N1CCC(CC1)C1=NC(COC2=CC=C(C=C2)N2C=NN=N2)=CS1,CHEMBL3260505
DB12347,investigational,CC1=C(CN2C=CC(OCCC3=CC=CS3)=CC2=O)C=CC=C1N,CHEMBL488937
DB12348,investigational,NC1=NN=C(S)S1,CHEMBL372507
DB12350,investigational,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@]2(O)C1=COC=C1,CHEMBL2068971
DB12351,investigational,[H][C@]1(O[C@@]2(C[C@H](O)[C@H]1NC(C)=O)O[C@H]1[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](OC[C@H](NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC)O[C@@H]3CO)[C@@H]1OC2=O)[C@H](O)[C@H](O)CO,CHEMBL3989560
DB12352,investigational,CC1=CNC2=C(O)C=C3N(C[C@@H](CCl)C3=C12)C(=O)C1=CC2=CC(NC(=O)NC3=CC=C4NC(=CC4=C3)C(=O)N3C[C@@H](CCl)C4=C5C(C)=CNC5=C(O)C=C34)=CC=C2N1,CHEMBL284642
DB12353,investigational,OC[C@H]1CN(CC2=CNC3=C2N=CNC3=O)C[C@@H]1O,CHEMBL269864
DB12354,investigational,CCCN1CC(=C(C1=O)C1=CC=C(C)C=C1)C1=CC=C(C=C1)S(C)(=O)=O,CHEMBL504535
DB12355,investigational,CNC1=CC(NC(=O)N[C@@H]2N=C(C3=CC=CC=N3)C3=CC=CC=C3N(CC(=O)C(C)(C)C)C2=O)=CC=C1,CHEMBL324547
DB12357,investigational,[H][C@]1(CCCN1)C1=NC2=C(OC3=C2C=C(Cl)C=C3)C(=O)N1,CHEMBL2030402
DB12358,investigational,CCCCOC(=O)C(=C)C#N,CHEMBL2104251
DB12359,investigational,COC1=C(C)C=NC(CN2C=NC3=C(Cl)N=C(N)N=C23)=C1C,CHEMBL467399
DB12360,investigational,CC(C)CNC(=O)[C@H]1C[C@](F)(C1)C1=CC(F)=C(CN2CCCC2)C=C1,CHEMBL2206292
DB12361,investigational,ClC1=COC2=CC=CC=C2C(=O)N1CCCCN1CCC(=CC1)C1=CC=CC=N1,CHEMBL345237
DB12362,approved; investigational,OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O,
DB12364,approved; investigational,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,CHEMBL512351
DB12365,investigational,OP(O)(=O)CCN1CCCNC2=C1C(=O)C2=O,CHEMBL452461
DB12367,investigational,CC(C)C1=C(C=C2C(NC(=O)N(NS(C)(=O)=O)C2=O)=C1)C1=CC=NN1C,CHEMBL3545042
DB12368,investigational,NC1=N[C@@](C2=CC=CC(F)=C12)(C1=CC=CC(=C1)C1=CN=CN=C1)C1=CC=NC(=C1)C(F)F,CHEMBL2177913
DB12369,investigational,CN1CCN(CC1)C1=NC(C2=C(C(=O)NC2=O)C2=CNC3=C2C=CC=C3)=C2C=CC=CC2=N1,CHEMBL565612
DB12370,investigational,CC(C)(N)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@H](CC1=CC=C2C=CC=CC2=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(N)=O,CHEMBL58547
DB12371,approved; investigational,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,CHEMBL2336071
DB12375,investigational,CS(=O)(=O)NC1=CC2=C(OC3=C2C(=CC=C3OC(F)F)C(=O)NC2=C(Cl)C=NC=C2Cl)C=C1,
DB12376,investigational,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL2364628
DB12377,approved; investigational,OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O,CHEMBL3112741
DB12378,investigational,CCOC1=CC=C(C=C1)C1=CC(C)=CN1C1=CC=C(C=C1)S(N)(=O)=O,CHEMBL1835207
DB12379,investigational,O=C1NC2=C(C=CC=C2)\C1=C1/NC2=C(C=CC=C2)C1=O,
DB12380,investigational,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NC1=C(N=NS1)C1=CC=CC=C1,CHEMBL2063869
DB12381,investigational,CN1N=CC2=CC(OC3=C(F)C=C(NC(=O)C4=CC=C(C)N(C4=O)C4=CC=C(F)C=C4)C=C3)=C(C=C12)C1=CNN=C1,CHEMBL3545307
DB12382,investigational,ONC(=O)C1=CN=C(N=C1)N1CCN(CC1)S(=O)(=O)C1=CC2=CC=CC=C2C=C1,CHEMBL609583
DB12383,investigational,NC1=NC(=O)N(C=C1Cl)[C@H]1C[C@H](O)[C@@H](CO)O1,
DB12384,investigational,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=CC1=C3[Si](C)(C)C(C)(C)C)C2=O,CHEMBL412309
DB12385,investigational,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=CC1=C3)C2=O,CHEMBL273862
DB12387,investigational,COC1=C2NC(=CC2=CC=C1)C1=C2N(N=CN=C2N)C(=N1)[C@H]1CC[C@@H](CC1)C(O)=O,CHEMBL3120215
DB12388,investigational,C[C@@H](N[C@H]1CCN(C1)C1=CC=C(CC(O)=O)C=C1)C1=C2C=CC=CC2=CC=C1,
DB12389,investigational,FC1=CC(F)=C2OC[C@@H](CC2=C1)N1C(=S)NC=C1CCNCC1=CC=CC=C1,
DB12390,investigational,CCO[C@H](COC1=CC=C(C=C1)C(F)(F)F)CSC1=CC=C(OCC(O)=O)C(C)=C1,CHEMBL230158
DB12391,investigational,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](CC=C)[C@H]1O)C1=CC=C2SC(C)=NC2=C1,CHEMBL2304041
DB12392,investigational,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1,
DB12393,investigational,OP(O)(=O)CN1C(=O)C(=O)NC2=C1C=C(N1CCOCC1)C(=C2)C(F)(F)F,CHEMBL19892
DB12394,investigational,FC(F)(F)OC1=CC=C(C=C1)C1=CC=C2OCCN(CC3=NC=CC=N3)C(=O)C2=C1,CHEMBL3707392
DB12395,investigational,[H][C@]1(CNCCO1)[C@@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,CHEMBL180101
DB12397,investigational,CC1=NC2=NC(=NN2C(NC2=CC=C(C=C2)S(F)(F)(F)(F)F)=C1)C(C)(F)F,CHEMBL1956285
DB12398,investigational,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(=O)OCCS(C)(=O)=O,CHEMBL2105683
DB12399,investigational,CC1(C)OC(=C(C1=O)C1=CC=CC(F)=C1)C1=CC=C(C=C1)S(N)(=O)=O,CHEMBL166863
DB12400,investigational,CCN1C(=O)C(=CC2=C(C)N=C(N)N=C12)C1=CC=NN1,CHEMBL3545366
DB12401,approved; investigational,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,CHEMBL28218
DB12402,investigational,O=C(N[C@H]1CN2CCC1CC2)C1=CNC2=C(SC=C2)C1=O,CHEMBL1643880
DB12403,investigational,[Sm],
DB12404,approved; investigational,COC(=O)CC[C@@H]1N=C(C2=CC=CC=N2)C2=CC(Br)=CC=C2N2C(C)=CN=C12,CHEMBL4297526
DB12405,investigational,CN1N=C(N)C2=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C3=C2C1=NC=N3,CHEMBL331237
DB12406,investigational,C[C@@H](O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,CHEMBL1411
DB12407,approved; investigational,CN(CC(O)CO)C(=O)C1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(NC(=O)C(CO)CO)=C1I,CHEMBL2107212
DB12408,investigational,CC(C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N1CC(C1)OC1=CC=CC(O)=C1,CHEMBL1910856
DB12410,investigational,[H][C@]1(N)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])O)O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=CC=CC=C2C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O,CHEMBL1230227
DB12411,investigational,NC1=NC(NC2=CC=C3CC[C@@H](CCC3=C2)N2CCCC2)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2,CHEMBL3809489
DB12412,investigational,N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(C1)N=C(N=C2C(F)(F)F)C(F)(F)F,CHEMBL3707235
DB12414,investigational,COC(=O)[C@H](N1CCC(CC1)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C=C1)C1=CC=CC=C1,
DB12415,investigational,[H][C@@]12CC=C(N3C=NC4=CC=CC=C34)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,CHEMBL2105738
DB12416,investigational,[H][C@]1(CCCN(C1)C(=O)NC[C@H](C[C@H]1CCCOC1)NC)[C@@H](OCCNC(=O)OC)C1=CC=CC(Cl)=C1,CHEMBL1276678
DB12417,investigational,CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N,CHEMBL1929396
DB12418,investigational,O=C1NS(=O)(=O)C2=C1C=CC=C2,CHEMBL310671
DB12419,investigational,C[C@@H]1CN(CCN1S(=O)(=O)C1=CC=CC(=C1)[C@@](C)(O)C(F)(F)F)C1=CC=C(F)C=C1C(F)(F)F,
DB12420,investigational,CC(C)=CCC\C(C)=C\CC\C(C)=C\CN1C2=CC(O)=CC(O)=C2NC2=C(C=CC=C2O)C1=O,CHEMBL550961
DB12422,investigational,C[S@@](=O)CCCCN=C=S,CHEMBL128136
DB12423,investigational,CCCCCCCCCCCCSCC(COP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])N1C=C(C)C(=O)NC1=O)OCCCCCCCCCC,CHEMBL3989603
DB12424,investigational,FC1=CC(=CC(F)=C1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)NC1=CC=C2C[C@]3(CC2=C1)C(=O)NC1=C3C=CC=N1,CHEMBL1910936
DB12425,investigational,N[C@@H](CC1=CC([131I])=C(OC2=CC([131I])=C(O)C=C2)C([131I])=C1)C(O)=O,CHEMBL2106622
DB12426,investigational,C[C@H](OC1=CC=C(C=C1C(=O)N1CCN(CC1)C1=C(F)C=C(C=N1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,CHEMBL1171829
DB12427,investigational,C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C1=CC=C(F)C=C1C)N1CCN2[C@@H](CCC2=O)C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CHEMBL2105667
DB12428,investigational,CCCC1=C(\C=C\C(=O)N[C@H](C)C2=CC(F)=C(NS(C)(=O)=O)C(F)=C2)C=CC(=N1)C(F)(F)F,
DB12429,investigational,FC1=C(F)C(NC2=CC=C(I)C=C2Cl)=C(C=C1)C(=O)NOCC1CC1,CHEMBL105442
DB12432,investigational,C(CN1CCCCC1)OC1=CC=CC(=C1)C1=NNC2=CC=C(C=C12)C1=NNC=N1,CHEMBL1614713
DB12433,investigational,CC1(CCCC2=CC(=O)OC3=C2C(=O)NC(=O)N3)CC1,CHEMBL2036958
DB12434,approved; investigational,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O,
DB12435,investigational,CCCC1=C(O)C(=CC=C1SCCCOC1=C(CCC)C(OCCCC(O)=O)=C(C=C1)C(C)=O)C(C)=O,CHEMBL2104988
DB12436,investigational,COC1=CC=C(C=C1CN[C@H]1CCCN[C@H]1C1=CC=CC=C1)N1N=NN=C1C(F)(F)F,CHEMBL522302
DB12438,investigational,NC1=NC2=C(N=CN2\C=C2\CC2(CO)CO)C(=O)N1,CHEMBL265948
DB12439,investigational,OCC(O)CNC(=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(N(CC(O)CN(C=O)C2=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C2I)C=O)=C1I,CHEMBL2219417
DB12440,investigational,CC(C)OCCN1C2=C(NC=C2)C(=O)NC1=S,
DB12441,investigational,NCCCC[C@@H]1NC(=O)[C@H](CCC(O)=O)NC(=O)C2=C(OCC[C@H](NC1=O)C(=O)NCC(O)=O)C=CC(=C2)[N+]([O-])=O,CHEMBL3544981
DB12442,investigational,CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,CHEMBL383824
DB12443,investigational,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(OCCC2=CC=C(Cl)C=C2)=N1,CHEMBL1950553
DB12444,investigational,CCNC(=O)CC[C@H](N)C(O)=O,CHEMBL3039113
DB12445,investigational,CC(=O)OC1=CC=CC=C1C(=O)OC1=CC=CC(CO[N+]([O-])=O)=C1,CHEMBL374385
DB12446,investigational,O[C@H]1CC[C@@H](CC1)NC1=C2C=CNC2=NC(=N1)C1=CC=CC=C1,
DB12447,investigational,CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCC(O)CC1,CHEMBL363449
DB12448,investigational,CC(C)(C)C1=CC=C(CCC(O)COC2=CC=C(C=C2)C(O)=O)C=C1,CHEMBL2105019
DB12449,investigational,CC1(C)CC(O)CC(C)(C)N1[O],CHEMBL607023
DB12450,investigational,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CHEMBL7983
DB12451,investigational,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)(C)O)N(C)C(=O)[C@@H](SCCN(C)C)N(C)C1=O)C(C)C,CHEMBL1269597
DB12452,investigational,CCCCCCCCO,CHEMBL26215
DB12453,investigational,O=[Cl]=O,
DB12454,investigational,COC1=C(O)C2=C(C[C@H]3[C@H](O)N4[C@@H](CC5=C([C@@H]4CNC(=O)\C=C\C4=CC=CC(=C4)C(F)(F)F)C4=C(OCO4)C(C)=C5OC(C)=O)[C@@H]2N3C)C=C1C,
DB12455,approved; investigational,[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,CHEMBL1689772
